"title"
"Top U.S. Exports by State(Origin of Movement)"
"Top 25 6-digit HS Commodities Based on 2013 Dollar Value"

"statename","rank","hs6","abbreviatn","val2010","val2011","val2012","val2013","share10","share11","share12","share13","change"
"ARIZONA",21,852990,"PTS,EX ANTENNA,FOR TRNSMSSN,RDR,RADIO,TV,ETC",85.90,121.76,124.11,106.58,0.5464,0.6820,0.6743,0.5495,-14.12
"ARIZONA",22,853710,"CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10",54.51,88.46,102.90,106.34,0.3467,0.4955,0.5591,0.5483,3.35
"ARIZONA",23,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",85.16,103.87,91.30,102.22,0.5417,0.5818,0.4960,0.5270,11.96
"ARIZONA",24,841191,"TURBOJET AND TURBOPROLLER PARTS",80.89,118.55,106.41,98.21,0.5146,0.6640,0.5781,0.5063,-7.71
"ARIZONA",25,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",118.76,121.72,137.51,93.49,0.7555,0.6817,0.7471,0.4820,-32.01
"ARKANSAS",0,000000,"World",5219.46,5607.09,7619.98,7154.48,0.4083,0.3788,0.4930,0.4531,-6.11
"ARKANSAS",0,000025,"Top 25",2648.69,2664.48,4494.73,4165.60,50.7464,47.5198,58.9861,58.2236,-7.32
"ARKANSAS",1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",584.10,485.59,1861.99,1835.86,11.1909,8.6603,24.4357,25.6603,-1.40
"ARKANSAS",2,020714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), F",313.58,389.76,325.80,252.96,6.0079,6.9513,4.2756,3.5357,-22.36
"ARKANSAS",3,100630,"RICE, SEMI- OR WHOLLY MILLED, POLISHED ETC OR",255.65,205.25,156.44,173.36,4.8980,3.6605,2.0530,2.4230,10.81
"ARKANSAS",4,520100,"COTTON, NOT CARDED OR COMBED",189.23,304.57,277.56,156.60,3.6254,5.4319,3.6425,2.1888,-43.58
"ARKANSAS",5,730519,"PIPE, OIL LINE ETC OV16IN IR OR STEEL, CLOSE",34.84,0.24,137.32,153.64,0.6676,0.0042,1.8021,2.1475,11.89
"ARKANSAS",6,481151,"PPR/PBRD,CTD/IMPG/CVR W/PLAST,BLEACH,WT>150G/",111.71,139.97,137.78,145.86,2.1403,2.4963,1.8081,2.0387,5.86
"ARKANSAS",7,293090,"ORGANO-SULFUR COMPOUNDS NESOI",79.05,73.66,122.10,125.97,1.5145,1.3137,1.6023,1.7608,3.18
"ARKANSAS",8,930690,"BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR",334.47,147.34,173.47,120.42,6.4081,2.6277,2.2765,1.6831,-30.58
"ARKANSAS",9,721633,"H SECTIONS IRN/NAS, HOT-WRKD, 80MM HI OR MORE",69.17,114.87,154.13,110.18,1.3252,2.0486,2.0227,1.5400,-28.52
"ARKANSAS",10,853669,"ELECT PLUGS & SOCKETS F VOLTAGE NOT OVER 1000",111.52,69.53,102.33,99.85,2.1366,1.2400,1.3430,1.3957,-2.43
"ARKANSAS",11,848180,"TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL",58.33,53.13,107.19,98.49,1.1176,0.9475,1.4067,1.3767,-8.11
"ARKANSAS",12,842920,"GRADERS AND LEVELERS, SELF-PROPELLED",5.12,151.28,224.33,93.55,0.0981,2.6981,2.9440,1.3076,-58.30
"ARKANSAS",13,850152,"AC MOTORS,MULTI-PHASE;OUTPUT > 750W NOT OVER",45.31,58.55,70.74,77.48,0.8681,1.0442,0.9283,1.0830,9.53
"ARKANSAS",14,854460,"ELECTRIC CONDUCTORS FOR VOLTAGE EXCEEDING 100",43.14,61.96,63.72,76.01,0.8266,1.1049,0.8362,1.0624,19.29
"ARKANSAS",15,290399,"HALOGENATED DERIV OF AROMATIC HYDROCARBONS, N",0.00,0.00,81.14,74.45,0.0000,0.0000,1.0648,1.0406,-8.24
"ARKANSAS",16,870880,"SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES",90.07,113.51,72.05,66.30,1.7257,2.0245,0.9455,0.9267,-7.98
"ARKANSAS",17,020713,"CHICKEN CUTS & EDIBLE OFFAL (INCL LIVER) FRSH",16.10,22.07,47.47,66.29,0.3084,0.3935,0.6229,0.9266,39.66
"ARKANSAS",18,100610,"RICE IN THE HUSK (PADDY OR ROUGH)",153.05,71.30,69.96,62.27,2.9324,1.2716,0.9181,0.8704,-10.98
"ARKANSAS",19,040711,"EGGS OF CHICKENS, FERTILIZED FOR INCUBATION",0.00,0.00,58.19,57.92,0.0000,0.0000,0.7636,0.8095,-0.46
"ARKANSAS",20,390390,"POLYMERS OF STYRENE NESOI, IN PRIMARY FORMS",26.24,23.35,52.65,57.37,0.5027,0.4164,0.6910,0.8019,8.96
"ARKANSAS",21,870870,"ROAD WHEELS & PTS & ACCESSORIES FOR MOTOR VEH",23.91,37.90,45.08,56.31,0.4582,0.6759,0.5917,0.7871,24.90
"ARKANSAS",22,871639,"TRAILERS & SEMI-TRAILER F TRANS CDS NESOI",10.34,28.60,25.93,53.03,0.1981,0.5100,0.3402,0.7412,104.53
"ARKANSAS",23,854449,"INSULATED ELECTRIC CONDUCTORS =< 80 V NESOI",16.96,26.17,34.27,51.16,0.3249,0.4667,0.4497,0.7150,49.29
"ARKANSAS",24,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",39.00,42.20,47.06,50.99,0.7473,0.7526,0.6176,0.7126,8.33
"ARKANSAS",25,390422,"POLYMERS NESOI OF POLYVINYL CHLORIDE, PLASTIC",37.78,43.70,46.05,49.27,0.7238,0.7794,0.6043,0.6887,7.00
"CALIFORNIA",0,000000,"World",143208.23,159135.68,161879.92,168128.42,11.2013,10.7503,10.4729,10.6485,3.86
"CALIFORNIA",0,000025,"Top 25",44183.04,53581.85,55749.52,58126.95,30.8523,33.6705,34.4388,34.5730,4.26
"CALIFORNIA",1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",4617.59,5429.56,5798.92,7487.57,3.2244,3.4119,3.5822,4.4535,29.12
"CALIFORNIA",2,710239,"DIAMONDS, NONINDUSTRIAL, WORKED",4020.21,4824.79,4536.72,5581.48,2.8072,3.0319,2.8025,3.3198,23.03
"CALIFORNIA",3,851762,"MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE",3160.26,3998.66,4476.78,4752.92,2.2068,2.5127,2.7655,2.8270,6.17
"CALIFORNIA",4,271019,"PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO",1417.95,2920.42,3611.21,4105.24,0.9901,1.8352,2.2308,2.4417,13.68
"CALIFORNIA",5,080212,"ALMONDS, FRESH OR DRIED, SHELLED",1777.99,2072.61,2454.78,3165.54,1.2415,1.3024,1.5164,1.8828,28.95
"CALIFORNIA",6,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",1159.07,1437.77,1927.09,2469.57,0.8094,0.9035,1.1904,1.4689,28.15
"CALIFORNIA",7,851712,"PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS",730.89,1204.74,1276.07,2276.35,0.5104,0.7571,0.7883,1.3539,78.39
"CALIFORNIA",8,848620,"MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I",2889.25,2234.56,2051.38,2228.10,2.0175,1.4042,1.2672,1.3252,8.61
"CALIFORNIA",9,847330,"PARTS & ACCESSORIES FOR ADP MACHINES & UNITS",3376.31,4937.01,4350.76,2143.56,2.3576,3.1024,2.6876,1.2750,-50.73
"CALIFORNIA",10,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",2806.32,2052.05,1988.11,2137.86,1.9596,1.2895,1.2281,1.2716,7.53
"CALIFORNIA",11,847130,"PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >",1251.37,1711.70,1950.56,1979.76,0.8738,1.0756,1.2049,1.1775,1.50
"CALIFORNIA",12,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",1551.25,1672.91,1788.69,1949.85,1.0832,1.0512,1.1049,1.1597,9.01
"CALIFORNIA",13,870323,"PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV",1738.96,2288.89,2176.26,1803.65,1.2143,1.4383,1.3444,1.0728,-17.12
"CALIFORNIA",14,720449,"FERROUS WASTE & SCRAP NESOI",1566.38,2631.53,2005.21,1755.61,1.0938,1.6536,1.2387,1.0442,-12.45
"CALIFORNIA",15,903040,"OTH INST, SPECIALLY DESIGNED FOR TELECOMMUNIC",516.21,626.69,1279.04,1646.61,0.3605,0.3938,0.7901,0.9794,28.74
"CALIFORNIA",16,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",2128.08,2611.04,2410.98,1593.70,1.4860,1.6408,1.4894,0.9479,-33.90
"CALIFORNIA",17,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",1469.50,1464.01,1533.68,1567.51,1.0261,0.9200,0.9474,0.9323,2.21
"CALIFORNIA",18,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0.00,0.00,976.70,1354.22,0.0000,0.0000,0.6033,0.8055,38.65
"CALIFORNIA",19,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",1955.72,2611.22,2168.01,1260.60,1.3656,1.6409,1.3393,0.7498,-41.85
"CALIFORNIA",20,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",1184.46,1045.88,1034.68,1247.92,0.8271,0.6572,0.6392,0.7422,20.61
"CALIFORNIA",21,870324,"PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC",1513.34,1894.99,1776.02,1179.66,1.0567,1.1908,1.0971,0.7016,-33.58
"CALIFORNIA",22,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",1015.56,1232.49,1476.77,1129.94,0.7091,0.7745,0.9123,0.6721,-23.49
"CALIFORNIA",23,220421,"WINE, FR GRAPE NESOI & GR MUST W ALC, NOV 2 L",724.34,899.38,989.02,1129.64,0.5058,0.5652,0.6110,0.6719,14.22
"CALIFORNIA",24,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",1009.42,1090.04,1042.33,1093.81,0.7049,0.6850,0.6439,0.6506,4.94
"CALIFORNIA",25,040210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5%",602.60,688.92,669.73,1086.28,0.4208,0.4329,0.4137,0.6461,62.20
"COLORADO",0,000000,"World",6726.50,7331.83,8167.35,8688.81,0.5261,0.4953,0.5284,0.5503,6.38
"COLORADO",0,000025,"Top 25",2572.90,2739.26,3256.35,3826.75,38.2503,37.3612,39.8704,44.0423,17.52
"COLORADO",1,020130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",307.00,377.08,392.31,382.45,4.5640,5.1431,4.8035,4.4016,-2.52
"COLORADO",2,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",260.84,296.73,299.68,313.48,3.8777,4.0471,3.6692,3.6079,4.61
"COLORADO",3,841290,"ENGINE AND MOTOR PARTS, NESOI",5.76,8.89,339.26,286.08,0.0857,0.1213,4.1539,3.2925,-15.68
"COLORADO",4,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",239.40,203.42,165.26,274.99,3.5590,2.7745,2.0234,3.1649,66.40
"COLORADO",5,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",178.18,181.74,217.26,250.47,2.6489,2.4787,2.6602,2.8826,15.28
"COLORADO",6,902110,"ORTHOPEDIC OR FRACTRE APPLIANCES, PARTS & ACC",111.22,143.62,162.03,247.18,1.6534,1.9589,1.9838,2.8448,52.56
"COLORADO",7,370210,"X-RAY FILM IN ROLLS, SENS, UNEX, NO PAPER ETC",186.57,170.32,180.61,219.01,2.7737,2.3231,2.2114,2.5206,21.26
"COLORADO",8,020230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",118.91,176.01,216.51,202.59,1.7678,2.4007,2.6509,2.3316,-6.43
"COLORADO",9,261390,"MOLYBDENUM ORES AND CONCENTRATES NOT ROASTED",149.21,146.55,125.93,157.63,2.2182,1.9988,1.5418,1.8142,25.18
"COLORADO",10,410150,"WHOLE HIDES & SKINS, OF A WT >16KG BOVINE/EQU",81.25,113.05,119.65,143.64,1.2079,1.5419,1.4650,1.6532,20.05
"COLORADO",11,902690,"PTS, INST & APPRTS MEASURE/CHECK VARIABLES LI",95.87,126.83,159.34,141.54,1.4252,1.7298,1.9510,1.6290,-11.17
"COLORADO",12,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",183.83,180.69,139.37,141.54,2.7329,2.4645,1.7064,1.6290,1.56
"COLORADO",13,270900,"CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER",185.02,46.81,84.61,111.88,2.7507,0.6384,1.0360,1.2876,32.22
"COLORADO",14,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",92.56,98.26,107.27,106.61,1.3760,1.3401,1.3133,1.2270,-0.61
"COLORADO",15,020220,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",47.25,45.32,46.56,92.40,0.7024,0.6181,0.5700,1.0635,98.47
"COLORADO",16,902750,"INSTRUMENTS ETC USING OPTICAL RADIATIONS NESO",84.23,92.51,90.34,92.01,1.2522,1.2618,1.1061,1.0589,1.85
"COLORADO",17,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0.00,0.00,27.07,88.39,0.0000,0.0000,0.3315,1.0173,226.49
"COLORADO",18,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",8.96,44.85,32.80,85.24,0.1332,0.6117,0.4016,0.9810,159.86
"COLORADO",19,020319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",57.87,65.50,84.06,85.04,0.8604,0.8934,1.0292,0.9787,1.17
"COLORADO",20,100199,"WHEAT AND MESLIN, NESOI",0.00,0.00,2.68,79.58,0.0000,0.0000,0.0329,0.9159,2863.96
"COLORADO",21,370110,"X-RAY PLATES & FLAT FILM, SENS, UNEX",78.49,62.51,79.24,70.63,1.1669,0.8526,0.9702,0.8129,-10.86
"COLORADO",22,848180,"TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL",51.35,76.15,80.74,69.49,0.7634,1.0387,0.9885,0.7998,-13.93
"COLORADO",23,420299,"CONTAINER BAGS, CASES ETC NESOI",11.45,33.36,51.27,64.14,0.1702,0.4550,0.6277,0.7382,25.11
"COLORADO",24,120190,"SOYBEANS, NESOI",0.00,0.00,0.01,61.31,0.0000,0.0000,0.0001,0.7056,568793.73
"COLORADO",25,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS",37.69,49.05,52.50,59.41,0.5604,0.6690,0.6428,0.6838,13.18
"CONNECTICUT",0,000000,"World",16028.82,16208.98,15961.50,16476.30,1.2537,1.0950,1.0326,1.0435,3.23
"CONNECTICUT",0,000025,"Top 25",8299.02,8282.61,9123.77,10005.66,51.7756,51.0989,57.1611,60.7276,9.67
"CONNECTICUT",1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",6178.15,6036.54,6465.90,7040.13,38.5440,37.2420,40.5094,42.7288,8.88
"CONNECTICUT",2,880212,"HELICOPTERS OF AN UNLADEN WEIGHT EXCEEDING 20",328.14,254.14,152.44,373.13,2.0472,1.5679,0.9551,2.2646,144.77
